id,city_id,registered_at,first_name,last_name,farm_size
101,25704,01/28/2016,Alexandrie,Aubry,143
102,30178,01/28/2016,Vincent,Turpin,218
103,687,01/29/2016,Alphonse,Jacques,65
104,35492,01/30/2016,Martin,Baudry,93
105,9550,01/31/2016,Denis,Chartier,222
106,10750,01/31/2016,Frédérique,Pruvost,87
107,14032,01/31/2016,Frédéric,Marques,156
108,34870,01/31/2016,Thibaut,Menard,119
109,143,02/01/2016,Frédérique,Barthelemy,158
110,404,02/01/2016,Marcelle,Gallet,224
111,3254,02/01/2016,Joseph,Chauvet,186
112,14661,02/01/2016,Alfred,Roussel,137
113,24119,02/01/2016,Aimé,Paul,145
114,31815,02/01/2016,Alfred,Leduc,170
115,2600,02/02/2016,Guy,Masse,132
116,10495,02/02/2016,Philippe,Evrard,123
117,13269,02/02/2016,Laurent,Guillet,77
118,34262,02/02/2016,Catherine,Carre,205
119,3241,02/03/2016,Sophie,Maillet,187
120,6928,02/03/2016,Susan,Sanchez,147
121,19094,02/03/2016,Théophile,Potier,56
122,22326,02/03/2016,Émile,Brunel,220
123,25140,02/03/2016,Théodore,Ferrand,166
124,28601,02/03/2016,Sébastien,Mendes,164
125,31541,02/03/2016,René,Laurent,195
126,33794,02/03/2016,Roger,Carlier,208
127,2812,02/04/2016,Vincent,Dupre,113
128,8659,02/04/2016,Cécile,Leblanc,55
129,11632,02/04/2016,Zacharie,Perrot,106
130,12420,02/04/2016,Odette,Bourgeois,94
131,12570,02/04/2016,Marie,Da Costa,196
132,15543,02/04/2016,David,Humbert,173
133,26111,02/04/2016,Henriette,Rousseau,65
134,5916,02/05/2016,Guillaume,Lombard,78
135,12498,02/05/2016,Xavier,Blanchard,201
136,23486,02/05/2016,Honoré,Henry,183
137,25430,02/05/2016,Thérèse,Masson,126
138,35534,02/05/2016,Bernard,Blanchard,106
139,15717,02/06/2016,Auguste,Roche,52
140,19901,02/06/2016,Adèle,Briand,202
141,32696,02/06/2016,Bertrand,Peron,144
142,748,02/07/2016,Françoise,Bernard,104
143,17185,02/07/2016,Anne,De Oliveira,210
144,22950,02/07/2016,Zoé,Pasquier,80
145,23606,02/07/2016,Brigitte,Fabre,145
146,24691,02/07/2016,Caroline,Bourdon,139
147,25068,02/07/2016,Thibault,Mace,199
148,1465,02/08/2016,Amélie,Chevalier,215
149,4647,02/08/2016,Camille,Mendes,100
150,6359,02/08/2016,Lucie,Perrot,72
151,13729,02/08/2016,Astrid,Da Costa,219
152,21698,02/08/2016,Nicole,Parent,62
153,31635,02/08/2016,Zacharie,Ramos,204
154,3399,02/09/2016,Laurence,Delorme,179
155,12953,02/09/2016,William,Clerc,158
156,13131,02/09/2016,Christine,Pelletier,136
157,19395,02/09/2016,Paul,Henry,153
158,27194,02/09/2016,Grégoire,Courtois,53
159,1566,02/10/2016,Guillaume,Garnier,164
160,18680,02/10/2016,Édouard,Roux,167
161,21821,02/10/2016,Gilbert,Jourdan,185
162,32980,02/10/2016,Thierry,Mahe,178
163,33612,02/10/2016,Michel,Lamy,162
164,2000,02/11/2016,Benoît,Meunier,105
165,10854,02/11/2016,Pénélope,Dijoux,179
166,17782,02/11/2016,Nathalie,Bailly,192
167,18037,02/11/2016,Colette,Seguin,202
168,25738,02/11/2016,Maryse,Le Goff,144
169,28677,02/11/2016,Lucas,Barre,60
170,694,02/12/2016,Roger,Muller,200
171,12371,02/12/2016,Éléonore,Cohen,191
172,14915,02/12/2016,Thibault,Godard,193
173,23176,02/12/2016,Jacqueline,Munoz,123
174,25851,02/12/2016,Victor,Hardy,109
175,33058,02/12/2016,Caroline,Denis,148
176,3100,02/13/2016,René,Chartier,132
177,5595,02/13/2016,Capucine,Martinez,99
178,9953,02/13/2016,Marc,Leveque,106
179,12625,02/13/2016,Aimé,Vallee,212
180,12769,02/13/2016,René,Lacroix,73
181,31541,02/13/2016,Théophile,Blanchet,55
182,33490,02/13/2016,Alice,Delahaye,143
183,3276,02/14/2016,Édouard,Renaud,72
184,13783,02/14/2016,Jacqueline,Bernard,111
185,27951,02/14/2016,Gilbert,Gerard,115
186,28680,02/14/2016,Josette,Bodin,215
187,30004,02/14/2016,Philippe,Blot,223
188,7102,02/15/2016,Anastasie,Laine,55
189,8392,02/15/2016,Philippine,Leconte,156
190,8425,02/15/2016,Vincent,Laine,106
191,13294,02/15/2016,Vincent,Rodriguez,85
192,30557,02/15/2016,Geneviève,Rossi,140
193,33011,02/15/2016,Tristan,Guichard,88
194,8579,02/16/2016,Raymond,Lemaitre,206
195,19186,02/16/2016,Marcelle,Ollivier,222
196,21687,02/16/2016,Maryse,Chauveau,204
197,27182,02/16/2016,Pénélope,Millet,99
198,1946,02/17/2016,André,Gimenez,114
199,17992,02/17/2016,Alain,Devaux,91
200,23037,02/17/2016,Alphonse,Blondel,189
201,29114,02/17/2016,Jean,Collet,203
202,3913,02/18/2016,Hugues,Nicolas,95
203,5335,02/18/2016,Marie,Klein,55
204,6399,02/18/2016,Stéphane,Richard,75
205,16656,02/18/2016,Gérard,Bigot,59
206,26891,02/18/2016,Michel,Breton,191
207,13497,02/19/2016,Zoé,Delattre,80
208,16810,02/19/2016,Pénélope,Thomas,219
209,17070,02/19/2016,Alexandria,Bertin,60
210,21551,02/19/2016,Alexandria,Leger,55
211,23358,02/19/2016,Frédérique,Lejeune,196
212,34572,02/19/2016,Jules,Da Costa,78
213,16085,02/20/2016,Bertrand,Roy,150
214,20539,02/20/2016,Noël,Gautier,223
215,28306,02/20/2016,Adélaïde,Hamel,225
216,12295,02/21/2016,Guillaume,Joubert,182
217,17800,02/21/2016,Noël,Raymond,222
218,26158,02/21/2016,Gabrielle,Lebon,75
219,26499,02/21/2016,Vincent,Dumont,132
220,29429,02/21/2016,Timothée,Breton,79
221,34229,02/21/2016,Eugène,Gonzalez,196
222,8132,02/22/2016,Corinne,Meyer,51
223,8452,02/22/2016,Isabelle,Lemonnier,133
224,11757,02/22/2016,Georges,Etienne,92
225,13152,02/22/2016,Claire,Navarro,131
226,14317,02/22/2016,Caroline,Lamy,137
227,34106,02/22/2016,Thomas,Baron,77
228,30227,02/23/2016,Eugène,Lemoine,86
229,30867,02/23/2016,Juliette,Vallee,57
230,32434,02/23/2016,Jacqueline,De Sousa,115
231,26619,02/24/2016,Michelle,Peltier,201
232,32184,02/24/2016,Martine,Marchand,53
233,22942,02/25/2016,Olivie,Gomez,89
234,23465,02/25/2016,Laurent,Jacquot,164
235,23852,02/25/2016,Tristan,Marion,151
236,25860,02/25/2016,Jérôme,Salmon,149
237,28395,02/25/2016,Marcelle,Lagarde,215
238,3679,02/26/2016,Théodore,De Sousa,80
239,4501,02/26/2016,Tristan,Boyer,114
240,13707,02/26/2016,Grégoire,Bouvet,108
241,21077,02/26/2016,Gabriel,Bourgeois,176
242,27378,02/26/2016,Édith,Marie,208
243,30401,02/26/2016,Pierre,Guerin,185
244,4448,02/27/2016,Bernard,Evrard,175
245,7832,02/27/2016,Céline,Vasseur,155
246,12450,02/27/2016,Adélaïde,Sauvage,126
247,18890,02/27/2016,Zacharie,Moreno,160
248,22441,02/27/2016,Georges,Pascal,159
249,869,02/28/2016,Aimé,Bouvier,97
250,28283,02/28/2016,Odette,Le Roux,144
251,28366,02/28/2016,Dominique,Henry,78
252,6965,02/29/2016,Gabriel,Aubert,114
253,7573,02/29/2016,Laurent,Reynaud,99
254,9993,02/29/2016,Luc,Weiss,135
255,12928,02/29/2016,Jacqueline,Bertin,189
256,14607,02/29/2016,Margaud,Charrier,224
257,1169,03/01/2016,Richard,Charrier,169
258,8733,03/01/2016,Michel,Delahaye,190
259,10474,03/01/2016,Christiane,Perez,99
260,14258,03/01/2016,Robert,Payet,73
261,16634,03/01/2016,Adrien,De Sousa,222
262,18480,03/01/2016,Élodie,Riou,75
263,523,03/02/2016,Honoré,Riou,203
264,3056,03/02/2016,Aimé,Hebert,204
265,5654,03/02/2016,Richard,Techer,149
266,12474,03/02/2016,Roger,Hubert,113
267,17589,03/02/2016,Aurore,Fabre,111
268,24409,03/02/2016,Auguste,Aubry,93
269,25691,03/02/2016,Thérèse,Mercier,71
270,30306,03/02/2016,Aurore,Adam,205
271,33768,03/02/2016,Augustin,Lombard,160
272,1314,03/03/2016,Joséphine,Martins,71
273,6667,03/03/2016,Susanne,Gilles,67
274,7626,03/03/2016,Paulette,Pasquier,154
275,16377,03/03/2016,Aimée,Sanchez,196
276,18122,03/03/2016,Antoinette,Jacob,174
277,27349,03/03/2016,Franck,Brunel,167
278,7779,03/04/2016,Gérard,Laporte,102
279,14600,03/04/2016,Jacques,Bernier,98
280,21403,03/04/2016,Isaac,Ramos,140
281,29015,03/04/2016,Lucas,Bruneau,100
282,29726,03/04/2016,Stéphane,Lefort,90
283,3072,03/05/2016,Aurore,Descamps,194
284,12211,03/05/2016,André,Salmon,159
285,17089,03/05/2016,Margot,Parent,190
286,31576,03/05/2016,Gabriel,Barbier,220
287,33280,03/05/2016,Louise,Lemaire,62
288,34516,03/05/2016,Maurice,Sanchez,161
289,35422,03/05/2016,François,Fernandes,210
290,35554,03/05/2016,Benoît,Hubert,153
291,5636,03/06/2016,Céline,Evrard,135
292,17665,03/06/2016,Patrick,Mallet,82
293,19286,03/06/2016,Sylvie,Philippe,83
294,24259,03/06/2016,Catherine,Le Goff,115
295,14789,03/07/2016,Zoé,Nicolas,79
296,17864,03/07/2016,Claire,Gomes,165
297,30903,03/07/2016,Odette,Bodin,189
298,21287,03/08/2016,Arthur,Faivre,129
299,28227,03/08/2016,Zacharie,Gilbert,117
300,30936,03/08/2016,Océane,Gilbert,144
301,4832,03/09/2016,Vincent,Joseph,183
302,12191,03/09/2016,Christelle,Legendre,165
303,23189,03/09/2016,Charles,Gaillard,210
304,25759,03/09/2016,Nathalie,Blondel,118
305,30305,03/09/2016,Margaud,Lefort,77
306,6158,03/10/2016,Patrick,Lefort,176
307,19322,03/10/2016,Andrée,Jacquet,186
308,6933,03/11/2016,Valentine,Teixeira,175
309,8763,03/11/2016,Jérôme,Parent,121
310,18625,03/11/2016,Yves,Begue,121
311,23565,03/11/2016,Margot,Royer,107
312,16782,03/12/2016,Colette,Charrier,186
313,17827,03/12/2016,Honoré,Masse,137
314,18915,03/12/2016,Luce,Herve,68
315,25734,03/12/2016,Marine,Da Costa,84
316,31510,03/12/2016,Laurence,Henry,214
317,33573,03/12/2016,Jean,Chevalier,74
318,33657,03/12/2016,Alix,Charpentier,187
319,32318,03/13/2016,Grégoire,Camus,137
320,15743,03/14/2016,Adrien,Guillaume,69
321,16466,03/14/2016,Éric,Etienne,100
322,17935,03/14/2016,Honoré,Rossi,215
323,29934,03/14/2016,Georges,Lemoine,119
324,14537,03/15/2016,Matthieu,Bonnin,62
325,16676,03/15/2016,Luc,Chretien,214
326,19520,03/15/2016,Aimée,Deschamps,159
327,20914,03/15/2016,Dorothée,Royer,74
328,23928,03/15/2016,Denis,Jean,133
329,30128,03/15/2016,Gilbert,Alexandre,218
330,34472,03/15/2016,Charles,Renault,222
331,67,03/16/2016,Margaret,Monnier,154
332,3821,03/16/2016,Claire,Gaillard,135
333,5704,03/16/2016,Patricia,Guichard,107
334,15725,03/16/2016,Georges,Michaud,113
335,3512,03/17/2016,Henri,Martel,200
336,9838,03/17/2016,Claude,Guilbert,134
337,10023,03/17/2016,Henriette,Guillaume,72
338,12646,03/17/2016,Lucy,Charrier,203
339,20929,03/17/2016,Brigitte,Pierre,146
340,33316,03/17/2016,Alain,Gomes,91
341,12112,03/18/2016,Élodie,Mary,180
342,13042,03/18/2016,Gabrielle,Courtois,163
343,19418,03/18/2016,Christine,Tessier,164
344,19723,03/18/2016,Guillaume,Roussel,80
345,21253,03/18/2016,Antoinette,Thibault,120
346,24875,03/18/2016,Jacqueline,Bonneau,102
347,28675,03/18/2016,Stéphane,Lemaitre,172
348,28876,03/18/2016,Christiane,Paris,75
349,4018,03/19/2016,Stéphanie,Mace,218
350,13626,03/19/2016,Marcelle,Gilbert,96
351,15137,03/19/2016,Adrien,Leduc,177
352,16230,03/19/2016,Alexandria,Blot,167
353,25925,03/19/2016,Roger,Guerin,78
354,7532,03/20/2016,Véronique,Remy,225
355,8510,03/20/2016,Constance,Gilles,195
356,11138,03/20/2016,Anaïs,Guibert,188
357,23315,03/20/2016,Yves,Maillard,82
358,33669,03/20/2016,Agnès,Roger,66
359,5452,03/21/2016,Caroline,Perez,104
360,6627,03/21/2016,Isaac,Raymond,213
361,8278,03/21/2016,Aimé,Chauvet,50
362,13295,03/21/2016,Rémy,Lucas,149
363,19528,03/21/2016,Zacharie,Guillon,187
364,32672,03/21/2016,Jeanne,Marion,74
365,35308,03/21/2016,Nath,Bazin,216
366,2461,03/22/2016,Eugène,Remy,161
367,3094,03/22/2016,Aurélie,Collet,148
368,10918,03/22/2016,Astrid,Mary,97
369,14667,03/22/2016,Michel,Rocher,164
370,17196,03/22/2016,Paul,Normand,105
371,31305,03/22/2016,Véronique,Fischer,76
372,34283,03/22/2016,Hélène,Dijoux,94
373,34839,03/22/2016,Jacqueline,Martel,202
374,1697,03/23/2016,Arthur,Hoareau,190
375,15304,03/23/2016,Aimé,Allard,217
376,25727,03/23/2016,Pauline,Bodin,107
377,26666,03/23/2016,Noémi,Gregoire,103
378,28872,03/23/2016,Sabine,Martel,170
379,29519,03/23/2016,Alfred,Remy,136
380,29717,03/23/2016,Marc,Barbe,94
381,157,03/24/2016,Susanne,Bigot,62
382,337,03/24/2016,Georges,Bourdon,61
383,5582,03/24/2016,Pauline,Thibault,121
384,19318,03/24/2016,Claire,Blanc,221
385,8030,03/25/2016,Augustin,Thomas,147
386,19164,03/25/2016,François,Blanc,184
387,31908,03/25/2016,Bernadette,Adam,112
388,10668,03/26/2016,Augustin,Carre,102
389,17085,03/26/2016,Capucine,Raymond,165
390,17598,03/26/2016,Vincent,Dos Santos,216
391,19449,03/26/2016,Anaïs,Lebrun,182
392,25625,03/26/2016,Camille,Garcia,70
393,26698,03/26/2016,Antoine,Thomas,94
394,1282,03/27/2016,Margaud,Torres,115
395,2512,03/27/2016,Olivier,Joubert,102
396,3484,03/27/2016,Claude,Julien,208
397,6627,03/27/2016,Gabriel,Delattre,60
398,13076,03/27/2016,Jean,Baudry,209
399,15718,03/27/2016,Madeleine,Cohen,78
400,20161,03/27/2016,Lucas,Rodrigues,154
401,27865,03/27/2016,Émile,Collin,50
402,28671,03/27/2016,Marc,Leleu,223
403,8971,03/28/2016,Guy,Francois,89
404,10438,03/28/2016,Étienne,David,121
405,3638,03/29/2016,Bernard,Berger,101
406,6325,03/29/2016,Gabrielle,Gaillard,206
407,7887,03/29/2016,Philippine,Arnaud,151
408,9294,03/29/2016,Richard,Roger,203
409,12035,03/29/2016,Yves,Huet,92
410,28034,03/29/2016,Pierre,Ramos,146
411,32144,03/29/2016,Nathalie,Ledoux,118
412,2813,03/30/2016,Rémy,Le Gall,197
413,7110,03/30/2016,Guillaume,Alexandre,209
414,14233,03/30/2016,Thomas,Pages,216
415,17948,03/30/2016,Marine,Ollivier,132
416,21884,03/30/2016,Auguste,Gay,177
417,35700,03/30/2016,Martin,Marques,139
418,10560,03/31/2016,Dominique,Letellier,186
419,13098,03/31/2016,Benoît,Leconte,81
420,6958,04/01/2016,Constance,Benard,65
421,18535,04/01/2016,Paul,Antoine,101
422,21459,04/01/2016,Patrick,Francois,157
423,24150,04/01/2016,Bernadette,Henry,141
424,29739,04/01/2016,Sébastien,Vincent,216
425,30331,04/01/2016,Alphonse,Barthelemy,122
426,922,04/02/2016,Hugues,Moulin,72
427,1792,04/02/2016,Luce,Collin,112
428,5128,04/02/2016,Anastasie,Lemaire,174
429,16043,04/02/2016,Hortense,Marion,173
430,20237,04/02/2016,Agnès,Ferreira,117
431,23648,04/02/2016,Joséphine,Fournier,80
432,25725,04/02/2016,Juliette,Gregoire,198
433,29234,04/02/2016,Alain,Colin,116
434,12287,04/03/2016,Juliette,Perez,96
435,15182,04/03/2016,Brigitte,Charpentier,55
436,19072,04/03/2016,Zacharie,Morin,203
437,24533,04/03/2016,Laure,Rousset,115
438,28847,04/03/2016,Édouard,Gilbert,123
439,34638,04/03/2016,Laurence,Fabre,189
440,35593,04/03/2016,Élodie,Couturier,170
441,14632,04/04/2016,Honoré,Berger,100
442,16032,04/04/2016,Paulette,Gonzalez,70
443,20703,04/04/2016,Catherine,Philippe,166
444,21294,04/04/2016,Laurent,Renault,145
445,1796,04/05/2016,Gilles,Bonneau,73
446,35167,04/05/2016,Arnaude,Allard,72
447,847,04/06/2016,Colette,Riviere,153
448,1675,04/06/2016,Guy,Lacroix,199
449,10793,04/06/2016,Thomas,Ledoux,68
450,11289,04/06/2016,Antoine,Gosselin,204
451,16384,04/06/2016,Stéphanie,Cousin,129
452,17559,04/06/2016,Aimé,Seguin,159
453,19201,04/06/2016,Martin,Pascal,197
454,28452,04/06/2016,Colette,Pascal,75
455,32926,04/06/2016,Henri,Jacob,174
456,32969,04/06/2016,Gabriel,Klein,54
457,15640,04/07/2016,Sylvie,Thomas,86
458,20809,04/07/2016,Margaret,Marechal,209
459,21384,04/07/2016,Denis,Bruneau,214
460,24463,04/07/2016,Paulette,Nicolas,132
461,31231,04/07/2016,Zacharie,Mathieu,60
462,33627,04/07/2016,Bernadette,Hoarau,157
463,11279,04/08/2016,Claire,Roux,66
464,12058,04/08/2016,Aurélie,Poulain,98
465,28318,04/08/2016,Roland,Weiss,106
466,12659,04/09/2016,Théophile,Ramos,186
467,13083,04/09/2016,Françoise,Bouvet,146
468,17820,04/09/2016,Pauline,Hebert,179
469,21777,04/09/2016,Alex,Morel,143
470,29358,04/09/2016,Maurice,Bodin,225
471,31418,04/09/2016,Rémy,Guillou,182
472,31993,04/09/2016,Noël,Mahe,78
473,34603,04/09/2016,Agnès,Legrand,190
474,10815,04/10/2016,Christine,Fabre,142
475,10889,04/10/2016,Juliette,Leblanc,70
476,14140,04/10/2016,Adélaïde,Hernandez,208
477,15209,04/10/2016,Susanne,Jean,138
478,17139,04/10/2016,Thibaut,Remy,101
479,2448,04/11/2016,Joseph,Hardy,181
480,8028,04/11/2016,Nathalie,Bonneau,194
481,11336,04/11/2016,Maurice,Muller,186
482,17707,04/11/2016,Tristan,Bouvet,88
483,20058,04/11/2016,Louise,Pierre,208
484,23680,04/11/2016,François,Hoareau,115
485,27216,04/11/2016,Christiane,Morvan,204
486,33690,04/11/2016,Alexandre,Meyer,119
487,34753,04/11/2016,Étienne,Bailly,60
488,35733,04/11/2016,Audrey,Leconte,116
489,12253,04/12/2016,Théodore,Philippe,204
490,24634,04/12/2016,Amélie,Boulanger,146
491,35253,04/12/2016,Emmanuel,Joly,196
492,1242,04/13/2016,Virginie,Delmas,193
493,1783,04/13/2016,Théophile,Durand,114
494,13834,04/13/2016,Guy,Raymond,225
495,34524,04/13/2016,Dominique,Delattre,94
496,5635,04/14/2016,Françoise,Le Roux,151
497,13547,04/14/2016,Claude,Gaillard,80
498,20804,04/14/2016,Dorothée,Ferreira,110
499,21615,04/14/2016,Suzanne,Chauvin,93
500,33883,04/14/2016,Gabriel,Bernier,178
501,4316,04/15/2016,William,Devaux,118
502,5673,04/15/2016,Aimée,Gautier,56
503,6536,04/15/2016,Laurence,Mercier,186
504,8531,04/15/2016,Victoire,Humbert,207
505,12433,04/15/2016,Émilie,Breton,125
506,13041,04/15/2016,Capucine,Caron,61
507,14642,04/15/2016,Sabine,Pruvost,207
508,28457,04/15/2016,Émilie,Colas,75
509,9529,04/16/2016,Michèle,Remy,115
510,19085,04/16/2016,Nath,Meyer,156
511,20104,04/16/2016,Astrid,Dias,151
512,34158,04/16/2016,Lucas,Moulin,102
513,4222,04/17/2016,Denis,Regnier,60
514,18169,04/17/2016,Inès,Perez,93
515,28444,04/17/2016,Denise,Besnard,191
516,34561,04/17/2016,Dominique,Alexandre,171
517,6524,04/18/2016,Guillaume,Labbe,69
518,6772,04/18/2016,Christelle,Arnaud,88
519,12656,04/18/2016,Mathilde,Boulay,67
520,14389,04/18/2016,Michèle,Francois,95
521,22839,04/18/2016,Arnaude,Chevallier,193
522,3202,04/19/2016,Suzanne,Rodriguez,110
523,8065,04/19/2016,Henri,Aubry,113
524,9859,04/19/2016,Georges,Valette,210
525,12203,04/19/2016,Lorraine,Mercier,138
526,13409,04/19/2016,Manon,Colas,194
527,16374,04/19/2016,Jean,Petit,96
528,632,04/20/2016,Marianne,Bertin,91
529,4623,04/20/2016,Céline,Bouvier,164
530,11111,04/20/2016,Julie,Paul,76
531,11531,04/20/2016,David,Maury,73
532,15220,04/20/2016,Renée,Boutin,118
533,20148,04/20/2016,Monique,Chauvet,203
534,2169,04/21/2016,Maryse,Munoz,192
535,12281,04/21/2016,Marianne,Navarro,52
536,15290,04/21/2016,Gérard,Fischer,91
537,26419,04/21/2016,Anaïs,Bouvier,166
538,538,04/22/2016,Hélène,Breton,71
539,648,04/22/2016,Paul,Robert,169
540,5208,04/22/2016,Anouk,Lefort,72
541,22263,04/22/2016,Jacques,Georges,185
542,24843,04/22/2016,Diane,Coulon,81
543,31921,04/22/2016,Benoît,Riou,52
544,34424,04/22/2016,Arthur,Le Gall,136
545,1639,04/23/2016,Gilles,Delmas,149
546,2639,04/23/2016,Odette,Lebreton,173
547,8830,04/23/2016,Hugues,Guillaume,163
548,23591,04/23/2016,Margot,Voisin,162
549,31580,04/23/2016,Colette,Allain,68
550,1641,04/24/2016,Henri,Leclercq,211
551,5519,04/24/2016,Marianne,Baron,202
552,26331,04/24/2016,Jean,Bigot,208
553,34281,04/24/2016,Matthieu,Picard,160
554,35522,04/24/2016,Louise,Munoz,111
555,3958,04/25/2016,Laetitia,Delattre,150
556,8608,04/25/2016,Sylvie,Guichard,207
557,22010,04/25/2016,Gabriel,Jourdan,170
558,785,04/26/2016,Christiane,Le Goff,202
559,3264,04/26/2016,Georges,Klein,181
560,8516,04/26/2016,Anne,Lombard,196
561,11606,04/26/2016,Julie,Seguin,109
562,15878,04/26/2016,Aurore,Ribeiro,155
563,16311,04/26/2016,Jérôme,Gaudin,93
564,17394,04/26/2016,Alphonse,Delaunay,150
565,20217,04/26/2016,Luc,Aubert,136
566,22745,04/26/2016,Colette,Charpentier,164
567,22899,04/26/2016,Capucine,Fischer,160
568,28732,04/26/2016,Gabriel,Pinto,173
569,30695,04/26/2016,Alexandrie,Godard,121
570,4166,04/27/2016,Marcel,Faivre,90
571,13313,04/27/2016,Maurice,Bertrand,151
572,16618,04/27/2016,Auguste,Bouvet,207
573,18000,04/27/2016,Madeleine,Bouvier,99
574,25621,04/27/2016,Hélène,Besson,172
575,30966,04/27/2016,Grégoire,Herve,119
576,34226,04/27/2016,Inès,Pichon,142
577,11546,04/28/2016,Geneviève,Gilles,109
578,15269,04/28/2016,Adrien,Perrot,157
579,7818,04/29/2016,Christelle,Jacob,219
580,16232,04/29/2016,Colette,Pasquier,150
581,19198,04/29/2016,Jules,Benard,81
582,30968,04/29/2016,Henri,Potier,200
